//Version: PianoFingering_v170101
0	0.000000	0.125000	A3	64	80	0	3
1	0.000000	0.500000	A3	64	80	0	1
2	0.000000	0.250000	Bb3	64	80	0	3
3	0.000000	0.500000	C4	64	80	0	1
4	0.000000	0.250000	D4	64	80	0	3
5	0.000000	0.250000	E4	64	80	0	1
6	0.000000	0.500000	F4	64	80	0	2
7	0.000000	0.125000	G4	64	80	0	3
8	0.000000	0.125000	Bb4	64	80	0	1
9	0.000000	0.125000	C5	64	80	0	2
10	0.000000	0.250000	D5	64	80	0	3
11	0.000000	0.125000	D5	64	80	0	1
12	0.000000	0.125000	E5	64	80	0	3
13	0.000000	0.250000	E5	64	80	0	1
14	0.000000	0.125000	F5	64	80	0	3
15	0.000000	0.250000	F5	64	80	0	1
16	0.000000	0.125000	G5	64	80	0	3
17	0.000000	0.250000	Bb5	64	80	0	5
18	0.000000	0.125000	C2	64	80	1	-5
19	0.000000	0.125000	D2	64	80	1	-3
20	0.000000	0.500000	F2	64	80	1	-2
21	0.000000	0.125000	G2	64	80	1	-4
22	0.000000	0.250000	Bb2	64	80	1	-3
23	0.000000	0.250000	C3	64	80	1	-2
24	0.000000	0.250000	E3	64	80	1	-1
25	0.000000	0.125000	F3	64	80	1	-4
26	0.000000	0.125000	G3	64	80	1	-5
27	0.000000	0.250000	G3	64	80	1	-3
28	0.000000	0.125000	G3	64	80	1	-2
29	0.000000	0.250000	A3	64	80	1	-1
30	0.000000	0.250000	Bb3	64	80	1	-4
31	0.000000	0.125000	Bb3	64	80	1	-5
32	0.000000	0.125000	Bb3	64	80	1	-4
33	0.000000	0.125000	D4	64	80	1	-5
34	0.125000	0.250000	Bb3	64	80	0	2
35	0.125000	0.250000	Bb4	64	80	0	1
36	0.125000	0.250000	D5	64	80	0	2
37	0.125000	0.250000	D5	64	80	0	3
38	0.125000	0.250000	D5	64	80	0	1
39	0.125000	0.250000	E5	64	80	0	2
40	0.125000	0.250000	F5	64	80	0	3
41	0.125000	0.250000	F5	64	80	0	4
42	0.125000	0.250000	A2	64	80	1	-1
43	0.125000	0.250000	C3	64	80	1	-1
44	0.125000	0.250000	D3	64	80	1	-1
45	0.125000	0.250000	E3	64	80	1	-1
46	0.125000	0.250000	F3	64	80	1	-1
47	0.125000	0.250000	Bb3	64	80	1	-4
48	0.125000	0.250000	C4	64	80	1	-1
49	0.125000	0.250000	D4	64	80	1	-1
50	0.125000	0.250000	F4	64	80	1	-1
51	0.250000	0.375000	A3	64	80	0	1
52	0.250000	0.500000	C4	64	80	0	2
53	0.250000	0.500000	F4	64	80	0	1
54	0.250000	0.375000	G4	64	80	0	2
55	0.250000	0.500000	A4	64	80	0	1
56	0.250000	0.375000	A4	64	80	0	2
57	0.250000	0.500000	C5	64	80	0	3
58	0.250000	0.375000	C5	64	80	0	1
59	0.250000	0.375000	C5	64	80	0	2
60	0.250000	0.500000	C#5	64	80	0	3
61	0.250000	0.500000	D5	64	80	0	1
62	0.250000	0.375000	Eb5	64	80	0	2
63	0.250000	0.375000	E5	64	80	0	3
64	0.250000	0.375000	F5	64	80	0	1
65	0.250000	0.375000	G5	64	80	0	2
66	0.250000	0.375000	G2	64	80	1	-1
67	0.250000	0.375000	Bb2	64	80	1	-4
68	0.250000	0.375000	C3	64	80	1	-1
69	0.250000	0.500000	C3	64	80	1	-1
70	0.250000	0.500000	D3	64	80	1	-1
71	0.250000	0.500000	E3	64	80	1	-1
72	0.250000	0.375000	F3	64	80	1	-1
73	0.250000	0.500000	F3	64	80	1	-1
74	0.250000	0.375000	F3	64	80	1	-1
75	0.250000	0.375000	G3	64	80	1	-5
76	0.250000	0.500000	G3	64	80	1	-5
77	0.250000	0.375000	A3	64	80	1	-3
78	0.250000	0.375000	Bb3	64	80	1	-5
79	0.250000	0.375000	C4	64	80	1	-5
80	0.250000	0.375000	Eb4	64	80	1	-5
81	0.375000	0.500000	G3	64	80	0	5
82	0.375000	0.500000	F4	64	80	0	1
83	0.375000	0.500000	Bb4	64	80	0	2
84	0.375000	0.500000	Bb4	64	80	0	3
85	0.375000	0.500000	D5	64	80	0	4
86	0.375000	0.500000	F5	64	80	0	5
87	0.375000	0.500000	G5	64	80	0	1
88	0.375000	0.500000	A5	64	80	0	5
89	0.375000	0.500000	Bb5	64	80	0	4
90	0.375000	0.500000	F2	64	80	1	-2
91	0.375000	0.500000	C3	64	80	1	-1
92	0.375000	0.500000	D3	64	80	1	-2
93	0.375000	0.500000	E3	64	80	1	-1
94	0.375000	0.500000	A3	64	80	1	-5
95	0.375000	0.500000	Bb3	64	80	1	-4
96	0.375000	0.500000	D4	64	80	1	-5
97	0.375000	0.500000	D4	64	80	1	-4
98	0.375000	0.500000	E4	64	80	1	-2
99	0.375000	0.500000	F4	64	80	1	-1
100	0.500000	0.750000	F3	64	80	0	2
101	0.500000	0.750000	A3	64	80	0	1
102	0.500000	0.625000	E4	64	80	0	3
103	0.500000	0.625000	G4	64	80	0	2
104	0.500000	0.750000	G4	64	80	0	1
105	0.500000	0.625000	A4	64	80	0	3
106	0.500000	0.750000	A4	64	80	0	2
107	0.500000	0.625000	A4	64	80	0	3
108	0.500000	0.750000	Bb4	64	80	0	3
109	0.500000	0.625000	Bb4	64	80	0	3
110	0.500000	0.625000	B4	64	80	0	3
111	0.500000	0.625000	C5	64	80	0	3
112	0.500000	0.625000	D5	64	80	0	3
113	0.500000	0.750000	F5	64	80	0	3
114	0.500000	0.750000	Bb5	64	80	0	4
115	0.500000	0.625000	F2	64	80	1	-5
116	0.500000	0.625000	G2	64	80	1	-5
117	0.500000	0.625000	C3	64	80	1	-1
118	0.500000	0.750000	C#3	64	80	1	-2
119	0.500000	0.750000	D3	64	80	1	-3
120	0.500000	0.625000	D3	64	80	1	-1
121	0.500000	0.750000	E3	64	80	1	-2
122	0.500000	0.625000	F3	64	80	1	-3
123	0.500000	0.750000	F3	64	80	1	-1
124	0.500000	0.750000	F3	64	80	1	-2
125	0.500000	0.625000	G3	64	80	1	-5
126	0.500000	0.625000	G3	64	80	1	-5
127	0.500000	0.625000	G3	64	80	1	-5
128	0.500000	0.625000	Bb3	64	80	1	-5
129	0.500000	0.625000	D4	64	80	1	-5
130	0.625000	0.750000	F4	64	80	0	2
